content,score,upvotes
bu tetbiqi edv geri almaq meqsedile yukledim başlagıc şərtlərdə 10 qaytaracagini deyir amma 258 azn çekdən 004 azn qaytardi çox axmag proqramdı 18 faizin 8 i bir yana tam 10 ni də qaytarmir zəhmət olmasa bununla bagli açıglama verin,2,0
çox gözəl,5,0
bu proqramı yaradana təşəkkür edirəm,5,0
gozel bankdi,5,0
cox yaxsi,5,0
əla,5,0
əla,5,0
salam əla praqramdır ama başqa karta pul göndərəndə 10050 aze göndərəndən sora göndərməy olmur eror verir nedensexayiş bir xehmet bunu izah ederdizde mene,5,0
gözəldir,5,0
salam edv geri azdan bir bank hesabina pul kocurme etsemde borc meblegi azalmadi amma kart hesabinda mebleg kocub bu nece olur niye borc oldugu kimi gosterir,2,0
könüllü,5,0
salam mən şad oldum azerbaycanda belə program var,5,0
əla praqramdı,5,0
yene piroqram cox berbat veziyyetde isleyir,1,0
əla,5,0
əla,5,0
bu nə qiymətdir qaldirmisiz hec serf edmir,1,4
superi  bezi elaveler olsa daha super olar,5,3
əla,5,0
zibil kimidi bonuslar yigilir amma verilmir basiviza deysin,2,0
rahatdı,5,0
yaxşıdır bəzən uzun yollarla dolayı yollarla hesblayır və marşurutu azdırır yeniləyin dahada təkmilləşdirsəniz super olar,4,0
ilk dəfə istifadə edəcəm hələ kiyaxşı,4,5
cox gozel xidmetdi,5,0
guya proqram düzəltmisiz yalandan  webview basmısız ondansa elə hesabaz saytından girərik də elə əlavə heç bir funksionallığı yoxdu,1,0
edv yüklədim qayıtmadı mene komek edin,2,0
yararlı proqramdı,5,0
əla,5,0
əla,5,0
əla,5,0
gozel,5,0
çox gözəl,5,0
əladır,5,0
bu niye sef gosterir  105 de qalib dollar qalxmir,1,2
y axsi praqramdi,1,0
əla praqramdir,5,3
hər zaman kapital bankdan razıyam bu program yaxşıdı,5,0
yaxşı,5,2
cox gozel proqramdi,5,0
əla,5,0
əladır,5,0
çox gözəl praqramdır mən də gənc oluyam,5,0
əla,5,0
biyabırçılıqdl e cashback bölməsində gənc üçün 10 faiz qoymusuz ailə başçisi üçün 5 faiz əvvəl ərzaqlar 5 faiz idi indi onuda 3 faiz elədiz başqacür yazardım ama nəysə,4,0
yaxsi,4,0
imkan olsa üst üstə 1 ulduz verərəm  belə keyfiyyətsiz bank app yoxdur  ödəniş eləməliyəm pul karta oturmuyub otur gözlə indi,1,6
cox gözəl,5,0
proqrama girmək olmur girəndə yeni versiya mövcuddur yazır yeniləyə basırsan yeniləmir tətbiqdən atır bərbat xidmətiniz var,1,0
hele hecne almamiwam amma inwallah alacambeyendiyim mal coxdu,5,1
bu nediyeee ne vaxt girirem servere bagli deyil yazilib duzeltmisiniz emelli basli duzeldindeeee,2,0
əla tətbiqdir,5,0
yaxşı,5,0
çox superdir,5,0
hər bir azərbaycan vətəndaşını xüsusəndə bu dövlətin universitetlərində təhsil alan tələbələrə bu qədər düşündükləri bizim qayğımıza belə qaldıqlarına görə və bizlərə göstərdikləri xidmətə görə layiq olduqları bundan da aşağı qiymətdi amma əfsuslar olsun ki sıfır ulduz vermə şansım olmadığım üçün bu bir ulduz verirəm hələ bir ulduz da bunlara çoxdu,1,0
online chatda 1 saat novbe gozluyursen program òzùnden çixiş veriryəqin meqsed pullu zeng edilmesidi operatora,1,42
2 həftədir ancaq vhatsap üçün 1 gb internet verir vhatsapp dan başqa bir yere girmek olmur mənə vp üçün internet lazim deyil,1,0
çox yaxşıdı bəyəndim super bu programı yaradan hər kəsə təşəkkürlər,5,0
yaxsi,5,0
super proqramdir,5,0
əla,5,3
əla,5,1
"cox pis qeydiyatdan kecdim bir nece gunden sonra deyir sehvdir yeni 
qeydiyatda etmey olmur ki 8reqem olmasin",1,12
oğurlar bakcell,5,0
cox alcaq ce eclav mesuliyyetsiz suruculeriniz varbir olcu goturun bunaseher mektebe getmek ucun her gun 4 5 imtina gelir,1,1
3d secure kart nə deməkdimən sosial kartıma burdan baxırdım indi amma göstərmir,4,0
əla tətbiqdir,5,0
2 keşbek yazırsız amma 1 keşbek verir,1,8
çox gözəl proqramdır yaradıcılara təşəkkür məsləhətlidir,5,0
əla,5,0
beyeniren,5,0
axır ki dəyişdi tətbiqiniz,5,29
çox gözəl tətbiqdirtəşəkkürlər bolt,5,2
cox yaxsi cox əla proqramdir tesekkurler bakcell,5,0
hu nedie 1 qepiklik proqram deyilcox pisdi,1,0
əla,5,0
çox sağ olun,5,0
cox gozel,5,1
yaxşidi,4,0
mohtəşəm,5,0
məncə yığcam və rahat program olub 4 ulduzu hak edib,4,0
çox sağ olun yevlaxbeyləqan yolunda yol nişanından verilən sürət həddi sizin göstərdiyiniz düz gəlmir,5,0
əla,5,0
əla,5,0
gozel,5,0
mənasızdı,1,5
əla,5,1
cox gözəldi,5,0
boxunuzu yeyin yada yeməyin gəşəngdi,5,0
çox gözəl,5,0
cox gozel,5,0
təşəkkürlər,5,0
əla bəyəndim,5,0
nizami metrosu axtarisda yoxdurmu,2,1
bakcell,4,0
əla,5,0
xoşuma gəldi belə kampanyalar edərək istifadəçilərin sayını artıra bilərsiniz hətta məndə nar işlədirdim azercell yeni aldım və tətbiqi yüklədim əlasız,5,0
işimizi yüngülləşdirir,5,2
əlabəyəndim,5,0
çox yaxşıdır,5,0
e istəmirəm də gijax bezmişəm e elvizden deyər basl yüklə yüklə yklemirem sg da camatl boxaza yxmslz e,1,5
əla,5,0
bir bankğüngələşdir,5,0
istədiyim vaxt onlayn istifadə edə biləcəyim ödəniş proqrami,4,0
mənim çox xoşuma gəldi əla proqramamdı tövsiyə edirəm hər birinizə ,5,0
super tetbiqdi,5,0
əla anılıb,5,0
əla,5,0
salam men qeydiyyatdan kece bilmirem xahiw edirem komek edesiz kartim var telefonu deymiwem indi yeni telefonla qeydiyyatdan kece bilmirem mene komek edin,5,0
yaxşı,4,0
təsəkur sizə rabitə bak heyəti,5,2
"gotnu praqramdi zaten bizimkilerin cixardigi praqram ancaq olar 1 manatimi 
yediz haramiviz olsun kontur yuklenmir redd olunde yuklemiyin ay cammat 
yuklmeyin puluvuza heviydi",1,0
xoşuma gelir hamı tap az elanlarından yararlansın,4,0
elanı sildikdən sonra yayımlamaq olmur,3,1
əla,5,0
çox teşekkür edirem cox faydali tətbiqihediyye bonuslar da olsa çox yaxşı olar,1,0
əla amma barmaa izidə olsa super olardi məndə not 8 t di,5,0
əla və çox əlverişlidir,5,0
məncə yaxşıdır  ən çox da bəzən çox baha olan bir şeyi daha münasib qiymətə tapmaq olur yaradıcı  heyyətə  təşəkkür edirəm,5,6
əla,5,0
əla,5,0
cox pis isleyir,1,0
dalbayov yığını anasın sikdiyim təzə icad eləyib gümüş nebilim pul ver sikdir de sildim sikdir elədim soxum bunu icad eliyənin varına yoxna,1,0
yaxşıdı,5,0
bu proqram məndə işləmir niyə,1,2
əladır,5,0
çox gözəl,5,0
çox gözeldi,5,0
əladı,5,0
cox gozeldi vallah,5,0
eladir ne paylassam satilir,5,0
neye göre hal hazırda girmək mümkün deyil,3,0
çox sağ olun,5,0
çox sağ olun ,5,0
çox sağolun ideyalarınız xalqa yarar verirbuna görə ancaq sizə təşəkkür edə bilərikabb komandasına,5,1
qiymətlər cox bahadi,1,1
müştəri xidmətləri ünvanlanan çətinlik və suallara baxmır  əlavə artiq pul yazir sifarişlərdə,1,13
ela application dur ama zoom da işləyir 990 qeplik tehsil paketi,5,0
əla,5,0
təşəkkür edirik yeniləndikdən sonra hər şey stabil işləyir,5,3
salam promo kod bilən varsa zəhmət olmasa qeyd etsin,5,0
əla,5,3
super bir tetbiqdir hamiya meslehet gorurem,5,0
yüklədim və 500 mb qazandım,5,0
əla,5,0
yuklendi amma acilmir qara ekran gorsenir bu problem ne ile baglidir,1,0
proqram çox gec açılır hərdən də heç açılmır,3,0
komissiyasız pul saxlama xidmətini bəyəndim,5,0
seçilmiş məzmunlar və reklam işini çox bəyəndim ,5,7
əladı,5,0
azərsu kart balansını artırmaq olmurbu problemi həll etsəniz yaxşı olar,1,0
bibank istifadə edirem burda basqa operator a kontur atmaq olmur olsa günlük nə qədər alışveriş edirəmsə bura elave ederdim nar mobile de ödəniş sistemi olsa 5 ulduz verəcəm heleki 1 ulduz eyer mənim bu reyime cavab gelse ve tez bir zamanda nar mobile ödəniş sistemi yaradilsa birbank istifade eden dostlarım ve ne qədər tanıdığım adamlar var bura yoneldecem,1,16
əla,5,0
yaxşı,5,0
çox gözəl proqramdır təşəkkürlər,5,3
qeydiyyatdan kecmisem sadece kesbek yerinde mene kart sifaris et gosterir,5,0
men indi yükleyirem baxacam,3,0
coxda ela proqramdi,5,2
çox raziyamhələki problem olmayibinsaallah da olmaz amma rayonlarda da olsa yaxsi olardibakidan rayona var amma bərdətərtər yevlax bu rayonun ozunde de olsa əla olartəsəkkür edirem,5,4
güncəlləmədən sonra əla dizayn olunub ,5,0
əla,5,0
çox yaxşıdı hər şeyi göstərir,5,0
eladir,5,0
yaxşıdı,4,0
bakcell coox sürətli və inkişaf edir,5,0
tamamilə pulsuz elanlar olsun,1,0
edeve almaq üçün çox gözəldi,2,7
pis çox pis,1,0
əla,5,0
oxiyub örgənməyə çox ehtiyaclıyıq,5,0
mən lalafo dan 1 ulduz naraziyam  çünki satilan malin alt qismində şərh bölməsi olsa daha yaxşı olar  bilərik mal haqqında insanlarin fikrini kim zəng edib örgənimbsə daha dəqiqini alici yaza bilər ,4,0
cox serefsiz bir sirketsiz 39 qepik gosterib sonda 72 qepik almaq ne demekdi,1,0
yaxşıdı ama digər kartlara köçürmə edəndə kamissiya çıxmasa daha əla olar,5,0
çoxxxx yaxşııı,5,0
salam men nece gundur birbanka gire bilmiremyazilir ki servere qosulmaq olmadinie ele olarki,5,0
mənim cox cətin islərimi sadələsdirib,5,0
mükəmməl proqramdır azərbaycanda kimdən turboaz soruşsanız hər kəs tanıyacaq,5,13
əla,5,0
zəhmət olmasa deyərdiniz bu proqram nə üçündür,3,0
çox super navigatordu istifadəsi rahat və özüdə düzgün işləyir,5,3
aldığımız əşyaya nə vasitəsi ilə ödəniş edirik,5,0
əla təşəkkür edirik,5,0
yaxşıdır,4,0
əladır,5,0
ödəniş etməyə gəldikdə kartın bütün məlumatları yazıram ödənişi tamamlamaq olmur amma buna görə heç bir ödəniş edə bilmirəm,3,0
bir bankproqramına daxilola bilmirik yəni proqramı yükləmişəm amma qeydiyyatdan keçmək olmur,1,0
çox rahat təşəkkürlər,4,0
əla,5,0
əla,5,0
2aydı kart əlavə etmək istəyirəm yazırki yeniləmə gedir birbank bundan yaxşıdır,1,1
normal proqram di istediyiniz cox sey olmasada yaxsidi,3,0
men 7 ay isdedirem hec bir problem yoxdu,4,0
yaxşıdı hərkəsə tövsiyə edirəm yükləyin baxuna,5,0
çox əla proqramdır bizi düşünərək belə proqramçıxardığınıza görə təşəkkürlər limitsiz paketlərdə olsalap əla olar,5,0
cox gozel proqramdi hər kəs yükləsin,5,0
çox gözəl proqramdı,5,0
tetbiq düzgün işlemir,1,1
pis deyil,5,0
əla,5,0
yaxşi işləmir 12 manat pulum getdi,2,0
salammən əvvəllər kapital bankda bir bank yuklətmisdim və onu islətdim sonra vaxti kecdi yenisin yuklədim kohnə bir banki sildmyeni bir bankda pin kodu səhv yigdim bir nece defe indi artiq nece əməliyyat aparacagimi oyrəndim yazir ki pin cəhdlərini kecmisiniz mən nə edim,5,18
niyə hamı lerik f ela yazıb,5,0
cox yaxsi,5,0
süper əla özüdə tərtəmiz,5,0
çox bərbad tətbiq çox bərbad saytdır vallah deyirəm lalafo bundan yaxşıdır elanı verirsən düzəliş etmək istəyirsən gözləyirsən düzəliş olunmur 2 dəfədən sonrada yazırki bəs 24 saat ərzində 2 dəfə düzəliş ola bilər adama deyərlər düzəliş olunmayıb axı mənim elanım,1,1
niyə rayon adı vermir satış üzrə satışa qoymaq istəyirəm ancaq bakı və bakı regionlarını verir,1,1
yaxsi,5,0
cox rahat xidmetir,5,0
ehtiyyaclarımı ödəyə bilirəm nfc istisna,4,0
men anlamiram benim profilimde pizness var idi indi ise yoxdu bizness yazisi günde şekil palaşıram niye pizness ləğv elediz maraqlidi her defe 5 manat yüklüyürdüzz,1,16
bu praqram şef qeyd edir sifariş edirəm 4 manat göstərir ünvana açanda 6 göstərir səbəb,1,1
indi daha yaxşıdır əvvəlki kimi deyil amma internet qiymətləri düşsə çox daha yaxşı olar,5,7
cvb isteyirem,5,0
cox ela proqramdir,5,0
salam xais edirem tetbiqe duzelis edesiz oz kartlarimin arasinda 036 qepik vesayit kocururem menen 1 azn pul tutur bu duzgun deyil,5,1
əla,5,0
həqiqətən də gözəl proqram dı super,5,0
çox gözəl,5,0
hərdəfə kartta prablem olur kartdan karta koçurmede prablem yaranir herdefe vasapdada yazirig cavab yazmirlar bu prableme gore hell eliyin bunu eseblerne işdiyr kankret adamin bu kart,1,0
yaxşi,5,0
cox gozel piraqram di,5,0
əla,5,0
superdi amma çox gec gəlir ədvlər,5,0
söz ola bilməz,5,0
əla,5,0
mene gelen mal zay cixdi ve umico dedi bizlik deyil bravo yollayib size gedin ozunuz deyisin qisaca meslehet gormurem heckime,1,3
kartla ödənişlərdə niyə komissiya haqqı tutulur heç uberdə komissiya haqqı tutulmur,1,1
çox gözəl,5,0
tətbigi yeqni yükləmişəm hələki bir narazıçılığım yoxdu ,4,0
salam mən rabitə bankı yükləmişəm qeydiyat bölməsinə girəndə nomrə sərfdi ordan sərf yazılıb mənim nömrəmi necə düzəltməy olar,3,0
çox gözəl,5,0
salam azercell çox gözəl  artıq bütün ödemlərimi özüm idarə ede bilirəmhərkəsə tövsiyə edirəm,5,0
salam başım heç çıxmır bundan bir dəfə sildim yükləyəndə kartımı blokladınız heç utanmırsınız söz yox kartımın vaxtı qurtarmışdı amma yenə də gərək bloklamazdınız çox əsəbləşdirirsiniz adamı bəlkə də azərbaycan əhalisinin 60 i sizin əlinizdən infarkt olub nolar tez cavablandırın hörmətlə vətəndaş,2,0
ədv ləri gec qaytarir tez qara bilmazki ,1,4
bir dene o pisdi kiistifade etmediyim halda meqavaytim silinirniye bilmiremozu de gece yatandan sonramen tek qaliram,4,1
hələki normal işləyir,4,0
basa dusmursuz e1 saat 20 deqiqedir yenilənmir20000 süretle vayfaya qosulmusamhele firlanirbu proqram zaydi emelli basdiəsəb olur adam,1,0
əla,5,0
əla ahhh,5,0
işisrəyirəm,5,0
cox əla,5,0
əla,5,0
hər şey yaxşı idi ədv geri aldan başqa məndə girmir atır,1,0
bolt gedisimi kartla edirdim narmalda son gedisimde kartimda balansim az oldugu ucun 4 manat ödənişi neğd etdim ve düşdüm taksiden indi proqrama girdikde ise 4 azn borc gorsedir hara muraciet edeceyimi bilmediyim ucun bura yazdim,1,5
nar mobile yaxşı inkişaf edir,5,1
əla,5,0
faiz cox yuksekdi,3,0
əla proqramdır bunun kimi proqram görməmişdim bu proqramı çıxardan çox sağ ol free fire can pubg mobile badımcan,5,0
əla proqramdır,5,0
kartdan m10 pul kocurmek olsa yaxsi olar,5,0
praqrami yukleyirem ama girmir deyir melumatlar yanlisdi,2,0
bəli proqram zəif işləyir,3,0
internet var amma bolt proqrami açilmir,1,0
shupersiz hami bilir zaten,5,0
cox super hamiya tovsiye edirem,5,0
əla,5,0
çox pis islemir tetbiqda neyniyirem ki,1,0
fire free yə elmaz vurmaq olmur,1,1
ela cox yaxsi,5,0
bu nədi belə işləmir təcili qalmışam dağ başında pul köçürtməy lazımdı işləmir 2 gündü bunəzibildi eləmisiz,1,1
yaxsi proqramdi ama quba yolunda cox radar varki yerini gostermir suret heddi 90 oldugu halda yalniz 60 gosterir,1,0
əla,5,0
cahsback məndə görünmür niyə,3,0
çox əla,5,0
bu nedi hec qqeyde almir axi ,1,1
odeniwler bolmesi iwlemir gedin ozunuze iw tapin bu ne proqramdi,1,1
tətbiqə girə bilmirəm açmır səbəb,1,0
təşəkkürlər,5,0
gec işləyir,1,0
əla,5,0
çox superdi,1,0
mükəmməl,5,0
çox gözəl,5,0
tez ve deqiq catdirilma,5,3
çox əla mobil tətbiqdir,5,0
əla,5,2
azərcellə yaşa daha yaxşı yaşa ,5,0
gözəl,5,0
əla,5,0
super yoldayam radar belə göstərir,5,0
mən girə bilmirəm yazılır müvəqqəti sistem baglanmisdir,1,0
ela proqramdı,5,0
bu wolt her yerde var kurdemirde yoxdu niyəkurdəmirdədə olsun bir dəfə də,1,0
gozel proqramdi tskler,5,0
yaxsi,5,0
"eldadirsadece olaraq pulsuz elan qaldirma olsa ela olarxais edirem nezere 
alin",5,1
eladir ama bezen qiymetler bahalasir,5,0
çox pis aplikasiyadır hamısı işə yaramazlar oturub maşın arxasına yalandan iş götürülür ancaq gəlib çıxan yoxdur,1,4
xais eliyirem nasazliği aradan qaldirin xeta baş verdi deyir bele olmaz axi lazm olan vaxtda öz özüne redakte olunub,5,0
çox gözəl,5,0
salam başqa kart hesabına pul köçürməy istirəmyazır ki 3d secure dəstəklənmirnecə duzətmək olar,5,2
ela pıraqramdı 500mq düşdü ela,5,0
əlaamma tel nömrə gərək olmasa lap yaxşl olardı,4,0
çox yaxşı işləyir,4,0
programı ya yeniləyin ya da silin yenidən yükləyin yükləyəndən sonra fin kod yox kart nömrəsi ilə qeydiyyatdan keçirin düzələcək,2,0
pul qazanmaq olurmu,5,1
vallah baw aca bilmirem acilmir,4,0
çox gözəl proqramdır tövsiyə edirem yükləyin,5,0
əla,5,0
əladi,5,0
əla,5,0
hec ne satilmir,5,0
könüllü,5,0
əla,5,0
işə yarayır,5,0
promo koda böyük hərflə alakbarli yazdım 6 man qazandım siz də ede bilersiniz mennen demesi,4,1
artıq neçə gündür ədv yükləyirəm balansda ne qədər olduqu yazılmır,5,0
proqram çox ağır işləyir dəhşət sistemə girmək üçün gərək gözləyəsən elə bil bankın binasında növbəyə durmusan,1,6
çox əlverişlidi,5,0
bəyəndim əla,5,0
mene komeyiniz deymesede tetbiqi beyendim,5,8
çox faydalıdır çox işə yarayır allah əlinizə əməyinizə quvvət versin təşəkkür edirik əməyi keçən hər kəsə,5,3
əla,5,0
bu günədək gördüyüm ən möhtəşəm bank ən rahat tətbiq  çox sağ olun ki müştərilərinizi düşünərək hərəkət edirsiz,5,0
çox pisdi,1,0
əladır super,3,0
men razi qalmadim hec aca bilmirem,1,0
20 gundu proqram ishlemir pis gundedi,1,0
kirəsiz evlər həm mühafizə həmdə bağban işləyib qalmaq üçün,5,0
əladır,5,0
pulsuz facebook ləğv edilməsi heç yaxşı olmadı ,1,3
super xidmət,5,0
xajmk kodunu yığın 6 manat endirim qazanın sonrada mene teshekkur edin 6 manatdan çox yazilanlar yalandi,5,1
şoferlerin bəziləri yaxşıdı bəziləri çox hörmetsizdiye ne bilim mən boltdan istifadə edirəm,5,0
belə rahatdır,5,0
cox beyenirem,5,4
çox gözəldi bəyənəm burdanda içilərnin əlinən öprəm allah sizləri qorsun yaxşı ki varsız ,5,0
xoşuma gəlmədi yox,1,1
bu nə proqramdı eee reklamın əlinnən bezdim deyir 3 man yüklə reklam əlinnən girəmmirəm əvəllər yaxşıydı,1,0
əla,5,0
yaxsi praqramdi her seyi tapmaq olur,5,0
son 3gunduki əlavə etdiyim çeklər görsənmir lakin balansa əlavə olunurceklerin gorsenmemeyinin səbəbi nədi ,1,0
ela proqramdır hamıya tövsiyə edirəm ,5,0
dələ duzlar kardan pul ogruyub 5 dəfə şikayet etdim pulum qayıtmadı,5,0
son zamanlar çox bərbad əvvəl daha effektli idi amma,1,0
məsləhət görürəm,5,0
ela super gözəl,4,0
könüllü,5,0
mende uzur istemək lazim deyil bir aydi uje uzur kamyonu yiqmisam gedin tedbiqinizi deyisin nese basqal sey fikirləsin millete zulum vermeyinqaydin evvelki versiyaya size hec kendi ulduzda dusmur elə eləmisizki reyimizin gorsenməsi ucun ulduz secek mecburam mende secembiraydi meni aldadirsiz ne sebebden ki kimse yeni tetbiq secib camati cetinliye salmaq ucun bundan evvelki gül kimi isleyirdi ne pisidiki bu  yaradiz bir aydi qalmayan yere müraciyyət etmisem bu gun sabah 1 ayi kecibsizin,1,0
çox pis,1,0
çarx niyə yoxdu bəs ləğv olundu daha,5,0
eladir,5,0
çox gözəl proqram,5,0
ela mende razi qaldim leobankdan,5,0
blok ediblər profili səbəbsiz yerə və açmırlar,1,0
